"shot_id","shot_made_flag"
1,0.324072808027267
8,0.373829483985901
17,0.603329062461853
20,0.649535477161407
33,0.287212878465652
34,0.390816181898117
35,0.473940432071686
36,0.453226417303085
37,0.729845881462097
38,0.366203457117081
45,0.38409748673439
50,0.281923770904541
55,0.258179515600204
60,0.275715500116348
66,0.3060202896595
67,0.293166756629944
71,0.421662271022797
80,0.305123925209045
85,0.344357788562775
86,0.672490298748016
95,0.678045451641083
104,0.383453816175461
113,0.397678196430206
123,0.30123507976532
126,0.856782257556915
133,0.714349329471588
141,0.2674899995327
144,0.511018931865692
150,0.711961388587952
152,0.403432995080948
153,0.677482903003693
156,0.412937134504318
159,0.916831731796265
165,0.787073194980621
172,0.453149914741516
182,0.826782882213593
192,0.40485292673111
193,0.715168416500092
196,0.380907714366913
202,0.401163339614868
210,0.337037265300751
211,0.400913447141647
228,0.930578410625458
257,0.400078177452087
260,0.396252304315567
264,0.376237958669662
267,0.642326891422272
279,0.912140607833862
282,0.413449883460999
293,0.34935000538826
299,0.843181252479553
300,0.733565807342529
301,0.813987374305725
317,0.336916506290436
327,0.415995687246323
328,0.27866005897522
335,0.428607016801834
346,0.789091229438782
348,0.299760103225708
365,0.384825438261032
390,0.711504876613617
391,0.683340489864349
392,0.774292409420013
397,0.379980653524399
418,0.406140834093094
428,0.193671092391014
434,0.584499418735504
439,0.470394968986511
440,0.427316874265671
456,0.302826195955276
459,0.302718490362167
472,0.387885183095932
480,0.242668569087982
491,0.356091201305389
497,0.389459043741226
509,0.405928403139114
511,0.388843208551407
523,0.18046472966671
533,0.389261543750763
544,0.412538439035416
546,0.331031829118729
555,0.681297898292542
558,0.352970391511917
560,0.333154529333115
573,0.317042738199234
591,0.428575336933136
596,0.328752636909485
597,0.389178097248077
601,0.615887105464935
605,0.433603525161743
617,0.320934772491455
628,0.29975301027298
634,0.363025456666946
646,0.304292261600494
649,0.396573275327682
651,0.72558468580246
654,0.806638360023499
656,0.461655020713806
657,0.4173544049263
669,0.367221117019653
670,0.924094676971436
693,0.742206573486328
694,0.274970322847366
699,0.421257168054581
711,0.387580871582031
718,0.348084509372711
722,0.349144130945206
723,0.394501596689224
725,0.660492122173309
734,0.32328537106514
735,0.444204211235046
737,0.769094407558441
746,0.274606645107269
747,0.749121725559235
766,0.348545461893082
767,0.327115684747696
771,0.270815938711166
773,0.273597031831741
774,0.419516742229462
783,0.322616279125214
784,0.38236728310585
789,0.351908951997757
792,0.441343814134598
804,0.345249861478806
809,0.412404179573059
812,0.389810889959335
813,0.397291332483292
817,0.326735496520996
820,0.329316347837448
825,0.332369804382324
826,0.376949727535248
829,0.361296862363815
855,0.469293922185898
859,0.715721130371094
862,0.450848489999771
870,0.39057245850563
876,0.310867428779602
880,0.368657946586609
886,0.945675075054169
889,0.859732985496521
891,0.407687902450562
897,0.952324688434601
902,0.39248064160347
903,0.366737753152847
908,0.416652917861938
909,0.393963932991028
920,0.401313722133636
922,0.400078177452087
924,0.715888381004333
932,0.37665206193924
934,0.378791391849518
937,0.372320920228958
941,0.278324514627457
943,0.334565043449402
950,0.369030952453613
952,0.333374202251434
954,0.921204090118408
963,0.302666813135147
